CB1	CB2	Jaccard_score
101329_201915_144346	68345_228647_243274	0.300000
144346_201914_201913	68345_228647_243274	0.250000
185118_101329_201915	68345_228647_243274	0.375000
228647_68345_228648	68345_228647_243274	0.363636
68345_228647_243274	68345_228648_201921	0.400000
101329_201915_144346	68345_228648_201921	0.500000
185117_201913_201914	68345_228648_201921	0.272727
144346_201914_201913	68345_228648_201921	0.416667
201914_144346_201915	68345_228648_201921	0.384615
185118_201916_243273	68345_228648_201921	0.300000
101621_101622_185117	68345_228648_201921	0.272727
185118_101329_201915	68345_228648_201921	0.625000
101622_185117_201913	68345_228648_201921	0.272727
228647_68345_228648	68345_228648_201921	0.888889
201918_228652_243273	68345_228648_201921	0.444444
201921_59914_240264	68345_228648_201921	0.444444
201916_243273_228652	68345_228648_201921	0.444444
228652_201918_240261	68345_228648_201921	0.444444
212690_64097_229009	68384_212691_195299	0.352941
212691_195299_229008	68384_212691_195299	0.615385
112743_134181_151500	68384_212691_195299	0.357143
134181_151500_229009	68384_212691_195299	0.384615
195299_229008_212690	68384_212691_195299	0.333333
151501_68384_212691	68384_212691_195299	0.600000
211584_68417_243088	68417_243088_235954	1.000000
112265_32703_144311	68428_59717_142659	0.375000
112265_177924_175803	68428_59717_142659	0.666667
128744_74223_219426	68597_184892_219426	0.375000
68597_184892_219426	80583_193402_201451	0.300000
176369_68597_184892	68597_184892_219426	0.363636
229095_153061_244852	68734_223552_185567	0.571429
243422_243285_243824	68739_42220_245487	0.294118
243285_243422_245487	68739_42220_245487	0.625000
144349_68740_216787	68740_144349_101765	0.250000
144349_68740_216787	68740_144349_201525	0.266667
243422_243285_243824	68740_144349_201525	0.379310
144349_68740_199137	68740_144349_201525	0.360000
144349_68740_216787	68740_216787_195183	0.352941
147613_243824_243285	68740_216787_195183	0.300000
107292_212930_149040	68914_50727_188624	0.714286
107291_149040_212930	68914_50727_188624	0.714286
68915_192137_188076	68915_24310_143442	0.555556
188076_211453_192136	68915_24310_143442	0.888889
192136_66158_244359	68915_24310_143442	0.888889
211452_68062_240089	68915_24310_143442	0.600000
192137_188076_211453	68915_24310_143442	0.555556
188076_211453_192136	68915_192137_188076	0.625000
192136_66158_244359	68915_192137_188076	0.444444
192137_188076_211453	68915_192137_188076	1.000000
68990_50852_244729	75166_75167_244728	0.300000
68990_50852_244729	75167_75166_185485	0.300000
68990_107331_244728	68990_50852_244729	0.875000
68990_107331_244728	75166_75167_244728	0.333333
68990_107331_244728	75167_75166_185485	0.333333
69189_55574_104650	92204_9167_107435	0.571429
104653_79681_192012	69189_55574_104650	0.250000
71129_134835_133619	84984_66826_133619	0.333333
133169_84202_143697	71134_17363_243824	0.266667
193134_42156_228603	71134_17363_243824	0.333333
71134_17363_243824	84202_133169_193134	0.333333
71134_17363_243824	74567_204813_93412	0.250000
72180_175590_150780	74183_229451_185716	0.333333
142446_74183_229451	72180_175590_150780	0.444444
72260_114_229030	92439_100411_92440	0.363636
100411_92440_199187	72260_114_229030	0.363636
176531_51514_212335	72260_202496_145952	0.250000
193134_204783_210425	72708_243824_243823	0.294118
210425_42156_243823	72708_243824_243823	0.304348
115091_50246_244117	72708_243824_243823	0.333333
144558_238571_193134	72708_243824_243823	0.300000
204783_193134_238571	72708_243824_243823	0.300000
100126_72724_181993	72724_100126_131813	1.000000
72724_100126_131813	72724_181993_175569	0.714286
158773_28583_175568	72724_100126_131813	0.263158
101762_175569_181993	72724_100126_131813	0.294118
131813_175570_211879	72724_100126_131813	0.500000
158773_28583_175568	72724_131813_84260	0.250000
101762_175569_181993	72724_131813_84260	0.352941
175569_181993_202237	72724_131813_84260	0.333333
72724_131813_84260	72724_202237_181993	0.307692
131813_72724_202237	72724_131813_84260	0.500000
72724_131813_84260	84260_42220_240529	0.571429
100126_72724_181993	72724_181993_175569	0.714286
158773_28583_175568	72724_181993_175569	0.300000
101762_175569_181993	72724_181993_175569	0.411765
131813_175570_211879	72724_181993_175569	0.400000
158773_28583_175568	72724_202237_181993	0.500000
101762_175569_181993	72724_202237_181993	0.555556
158773_175567_173845	72724_202237_181993	0.500000
175569_181993_202237	72724_202237_181993	0.909091
104462_28593_188799	72724_202237_181993	0.333333
72724_202237_181993	84261_59018_101762	0.500000
101762_59018_111940	72724_202237_181993	0.333333
131813_72724_202237	72724_202237_181993	0.545455
72724_202237_181993	79691_28592_188800	0.266667
175567_173845_188800	72724_202237_181993	0.285714
73087_188210_216675	80551_73087_188210	0.555556
107025_24736_216675	73087_188210_216675	0.272727
101447_238068_143149	73098_151737_143177	0.500000
101448_101447_238068	73098_151737_143177	0.375000
151736_207448_173772	73098_151737_143177	0.571429
143149_2953_159888	73098_151737_143177	0.625000
151737_143177_159888	73098_151737_143177	0.625000
73098_151737_143177	75743_101448_101447	0.375000
184856_73123_193636	73123_193636_76652	0.571429
112558_520_209289	74057_50378_80475	0.250000
74057_50378_80475	74057_74058_156585	0.428571
74057_50378_80475	80474_112562_107576	0.400000
74057_74058_156585	80474_112562_107576	0.400000
74057_74058_156585	80472_107576_112562	0.300000
195163_55501_211508	74152_211532_84805	0.266667
144026_74152_211532	74152_211532_84805	0.857143
142446_74183_229451	74183_229451_185716	0.875000
104812_68100_219893	74223_128744_76581	0.266667
74243_112326_127693	74243_193802_93109	0.833333
112326_74243_193802	74243_112326_127693	0.833333
112326_74243_193802	74243_193802_93109	1.000000
74308_107091_102990	84444_144063_210601	0.333333
212101_102989_212308	74308_107091_102990	0.333333
74308_107091_102990	84444_212101_102989	0.333333
212186_102991_223784	74308_107091_102990	0.363636
74308_107091_102990	74308_223783_212186	0.555556
107091_74308_223783	74308_107091_102990	0.555556
102989_212308_102990	74308_107091_102990	0.833333
210601_32703_212309	74308_107091_102990	0.375000
204949_13155_212309	74308_107091_102990	0.428571
102991_223784_102992	74308_107091_102990	0.300000
107091_102990_212308	74308_107091_102990	1.000000
102991_212186_223783	74308_107091_102990	0.500000
74308_223783_212186	84444_144063_210601	0.250000
212186_102991_223784	74308_223783_212186	0.583333
107091_74308_223783	74308_223783_212186	1.000000
102989_212308_102990	74308_223783_212186	0.500000
210601_32703_212309	74308_223783_212186	0.250000
204949_13155_212309	74308_223783_212186	0.272727
102991_223784_102992	74308_223783_212186	0.700000
210826_210825_212184	74308_223783_212186	0.250000
107091_102990_212308	74308_223783_212186	0.555556
102991_212186_223783	74308_223783_212186	0.777778
101293_101292_112022	74330_20866_112022	0.644444
101275_59981_101293	74330_20866_112022	0.500000
74330_20866_112022	74330_238492_212127	0.600000
145375_112046_238503	74330_238492_101272	0.272727
101293_101292_112022	74330_238492_212127	0.500000
101275_59981_101293	74330_238492_212127	0.418605
101275_59983_240043	74330_238492_212127	0.259259
195150_3957_212202	74355_193869_107385	0.333333
193869_107385_212205	74355_193869_107385	1.000000
153237_50832_212202	74355_193869_107385	0.600000
107385_212205_153237	74355_193869_107385	0.428571
122110_144568_172592	74358_50015_122110	0.250000
112121_112257_195173	74358_50015_122110	0.300000
112257_195173_172592	74358_50015_122110	0.272727
134231_84087_149114	74358_50015_151517	0.312500
144568_172592_195173	74358_50015_151517	0.250000
74358_50015_151517	74358_56138_101531	0.300000
144568_122110_151517	74358_50015_151517	0.555556
107276_195173_172592	74358_50015_151517	0.307692
149114_243639_218055	74358_56138_92185	0.250000
74358_56138_92185	92185_101531_156421	1.000000
74358_56138_101531	80775_212303_133873	0.266667
133873_133872_156421	74358_56138_101531	0.285714
101531_156421_133872	74358_56138_101531	0.400000
122110_144568_172592	74358_56138_101531	0.392857
144568_172592_195173	74358_56138_101531	0.370370
134190_172592_195173	74358_216129_195171	0.375000
74391_227591_122396	74391_237948_153334	0.555556
227591_74391_237948	74391_227591_122396	0.750000
112031_90862_236486	74391_237948_153334	0.357143
227591_74391_237948	74391_237948_153334	0.777778
74391_237948_153334	75206_84158_112031	0.250000
74391_237948_153334	84158_112031_90862	0.272727
74517_3402_212511	84087_202068_134399	0.333333
74517_3402_212511	84087_94262_243639	0.333333
74517_3402_212511	94262_84087_202068	0.333333
133169_84202_143697	74567_204813_93412	0.266667
74567_204813_93412	84202_133169_193134	0.454545
102466_93412_204813	74567_204813_93412	0.571429
74567_204813_93412	93412_102466_143697	0.428571
198999_74567_204813	74567_204813_102466	0.363636
143697_102466_204813	74567_204813_102466	0.857143
74567_204813_102466	84202_143697_102466	0.266667
74567_204813_102466	84202_133169_193134	0.285714
193399_188880_243446	74666_188881_193399	0.777778
188880_193399_188881	74666_188881_193399	1.000000
199322_93138_212462	74669_212462_93138	0.636364
74669_212462_93138	74960_37389_238801	0.500000
74669_212462_93138	74960_74669_212462	0.454545
74759_3799_84933	84933_56505_100076	0.882353
74759_156875_84933	74759_37546_100034	0.444444
74759_156875_84933	84933_56505_142588	0.407407
142588_156769_210645	74759_156875_84933	0.296296
149131_210645_156769	74759_156875_84933	0.259259
201046_188294_244677	74816_238602_101076	0.428571
188294_201046_238601	74816_238602_101076	0.461538
176333_74816_238602	74816_238602_101076	1.000000
74843_75854_159819	75854_159819_123936	1.000000
151736_151389_202356	74843_75854_188809	0.416667
74843_101971_202356	74843_75854_188809	0.250000
74843_75854_188809	75854_74843_101971	0.250000
74843_75854_188809	75854_188809_123936	0.866667
101971_202356_151389	74843_101971_202356	0.857143
74843_101971_202356	75854_74843_101971	1.000000
74843_185850_202356	75854_74843_185850	0.833333
74843_228345_92238	75854_74843_228345	0.583333
74843_228345_92238	92238_202356_151389	0.300000
74843_228345_92238	75854_32788_123936	0.250000
202356_92238_228345	74843_228345_92238	0.625000
199322_93138_212462	74960_37389_238801	0.333333
74960_37389_238801	74960_74669_212462	0.555556
199322_93138_212462	74960_74669_212462	0.400000
104703_199262_236193	74972_55030_199271	0.437500
143332_55713_199271	74972_55030_199271	0.714286
188628_244356_229299	74972_55030_199271	0.363636
74972_104703_199262	74972_55030_199271	0.700000
104704_236193_199262	74972_55030_199271	0.714286
228495_188628_244356	74972_104703_199262	0.266667
104703_199262_236193	74972_104703_199262	0.625000
143332_55713_199271	74972_104703_199262	0.500000
188628_244356_229299	74972_104703_199262	0.285714
104704_236193_199262	74972_104703_199262	0.500000
75051_228537_169143	75051_38691_237832	0.454545
173810_22601_202131	75157_212647_201098	0.266667
75166_75167_244728	75167_75166_185485	1.000000
112031_90862_236486	75206_84158_112031	0.500000
227591_74391_237948	75206_84158_112031	0.250000
75206_84158_112031	84158_112031_90862	0.857143
156043_75216_156044	75216_156043_112123	0.363636
149114_243639_218055	75216_156043_112123	0.250000
112121_107276_195173	75216_156043_112123	0.250000
156043_75216_156044	75216_156043_202133	0.500000
75216_156043_202133	92838_211655_192201	0.400000
75216_156043_202133	84262_192201_211655	0.272727
75216_210806_80185	92782_75216_210806	0.269231
133468_133345_210900	75218_57980_133343	0.333333
133345_133468_188624	75218_57980_133343	0.300000
105430_101442_210900	75218_57980_133343	0.333333
134494_60845_175916	75231_75232_134494	0.583333
134492_133390_175916	75231_75232_134494	0.500000
133390_134492_216128	75231_75232_134494	0.421053
75231_75232_134494	75603_124689_200984	0.285714
134492_216128_200984	75231_75232_134494	0.466667
124689_200984_216128	75231_75232_134494	0.375000
134492_133390_175916	75232_134494_215987	0.352941
133390_134492_216128	75232_134494_215987	0.352941
134494_215987_175916	75232_134494_215987	1.000000
173810_75530_212511	75530_173810_243847	0.727273
122517_75557_176435	75556_176434_122517	0.666667
75556_176434_122517	75557_122517_176434	0.727273
122517_75557_176435	75557_122517_176434	0.909091
134494_60845_175916	75603_124689_200984	0.416667
134492_133390_175916	75603_124689_200984	0.315789
133390_134492_216128	75603_124689_200984	0.388889
134492_216128_200984	75603_124689_200984	0.666667
124689_200984_216128	75603_124689_200984	0.666667
156070_75604_193514	75603_124689_200984	0.272727
156070_75604_193514	75604_193514_184113	0.454545
123942_56031_123943	75604_193514_184113	0.250000
193514_184113_211591	75604_193514_184113	0.700000
107227_75604_193514	75604_193514_184113	0.500000
75607_75608_201266	75608_201266_92968	0.666667
75698_93553_123989	75699_123989_93553	0.846154
75698_93553_123989	75698_93554_93555	0.538462
75698_93553_123989	93558_107365_171225	0.400000
75698_93553_123989	93553_75698_93554	0.666667
75698_93554_93555	75699_123989_93553	0.538462
75698_93554_93555	93558_107365_171225	0.416667
75698_93554_93555	93553_75698_93554	0.777778
75699_123989_93553	93558_107365_171225	0.500000
75699_123989_93553	93553_75698_93554	0.538462
104803_114_185507	75727_42062_207465	0.333333
75743_92429_102725	92429_75743_143180	0.478261
75743_92429_102725	92429_102725_191972	0.416667
75743_92429_107731	92429_75743_216708	0.444444
101447_238068_143149	75743_101448_101447	0.833333
101448_101447_238068	75743_101448_101447	1.000000
151736_207448_173772	75743_101448_101447	0.250000
143149_2953_159888	75743_101448_101447	0.714286
151737_143177_159888	75743_101448_101447	0.500000
75749_207174_212653	75750_55530_75751	0.250000
75749_207174_212653	75750_75749_207174	1.000000
75750_55530_75751	75750_75749_207174	0.250000
134855_75847_200959	75847_134855_143486	1.000000
75847_134855_143486	75847_200959_151700	0.718750
151700_101439_243013	75847_200959_151700	0.250000
134855_75847_200959	75847_200959_151700	0.718750
101439_151700_200959	75847_200959_151700	0.250000
75854_32788_123936	75854_74843_228345	0.285714
101971_202356_151389	75854_74843_101971	0.857143
202356_92238_228345	75854_74843_228345	0.454545
151736_151389_202356	75854_188809_123936	0.360000
193134_20165_228768	75856_42156_193134	0.636364
75856_243824_80982	75856_42156_193134	0.600000
133941_238571_228515	75856_42156_193134	0.250000
142369_228515_238571	75856_42156_193134	0.250000
193134_20165_228768	75856_243824_80982	0.750000
133941_238571_228515	75856_243824_80982	0.375000
142369_228515_238571	75856_243824_80982	0.333333
187014_68213_202574	75889_143026_202574	0.375000
151506_240870_244335	75927_75926_93197	0.714286
101142_244337_187275	75927_75926_93197	0.625000
101141_151506_240870	75927_75926_93197	0.666667
