CB1	CB2	Jaccard_score
112994_53302_172592	53302_172592_190390	0.333333
156493_53352_243824	53352_243824_68071	0.500000
167933_167933_167933	53364_167933_167933	0.800000
167933_167933_193501	53364_167933_167933	0.666667
53364_167933_167933	84202_2654_244445	0.409091
167933_53364_228768	53364_167933_167933	0.687500
193134_201754_228768	53364_167933_167933	0.400000
53364_167933_167933	53365_193501_167933	0.666667
53364_167933_167933	53364_228768_201754	0.466667
53364_167933_167933	53365_13929_144306	0.318182
167933_167933_167933	53364_228768_201754	0.437500
167933_167933_193501	53364_228768_201754	0.368421
53364_228768_201754	84202_2654_244445	0.350000
167933_53364_228768	53364_228768_201754	0.533333
193134_201754_228768	53364_228768_201754	0.888889
53364_228768_201754	53365_193501_167933	0.368421
144306_80238_244445	53364_228768_201754	0.250000
167933_167933_167933	53365_13929_144306	0.304348
167933_167933_193501	53365_13929_144306	0.434783
53365_13929_144306	84202_2654_244445	0.259259
167933_53364_228768	53365_13929_144306	0.250000
53365_13929_144306	53365_193501_167933	0.375000
167933_167933_167933	53365_193501_167933	0.722222
167933_167933_193501	53365_193501_167933	0.888889
53365_193501_167933	84202_2654_244445	0.458333
167933_53364_228768	53365_193501_167933	0.550000
193134_201754_228768	53365_193501_167933	0.315789
211765_185716_229451	53367_229451_185716	0.555556
185716_211765_229307	53367_229451_185716	0.714286
142446_53367_229451	53367_229451_185716	1.000000
133067_134456_159250	53533_133067_134456	0.250000
216279_20291_234688	53582_53582_68915	0.454545
53610_17365_144617	53610_238346_156269	0.454545
100126_176731_107646	53610_238346_156269	0.250000
212690_64097_229009	53728_37656_194968	0.250000
53728_37656_194968	76749_149029_112244	0.454545
53728_37656_194968	68384_212691_195299	0.307692
112743_134181_151500	53728_37656_194968	0.333333
134181_151500_229009	53728_37656_194968	0.363636
53728_37656_194968	64097_229009_151500	0.363636
151501_68384_212691	53728_37656_194968	0.300000
53728_37656_194968	56856_143461_112238	0.307692
143461_56856_149510	53728_37656_194968	0.250000
53728_37656_194968	56856_149510_72793	0.272727
53730_59037_92879	80868_92788_84087	0.250000
53730_59037_92879	59037_92879_211656	0.533333
53730_59037_92879	80868_211656_92879	0.500000
195170_101532_212303	53730_59037_92879	0.400000
53730_107278_80775	53730_59037_92879	0.750000
53730_59037_92879	59037_53730_107278	0.875000
53730_59037_92879	56031_55133_211655	0.300000
53730_107278_80775	59037_92879_211656	0.400000
53730_107278_80775	80868_211656_92879	0.375000
195170_101532_212303	53730_107278_80775	0.500000
53730_107278_80775	59037_53730_107278	0.857143
123684_92500_213139	53773_53991_60274	0.857143
53773_53991_60274	60274_60275_219538	0.625000
53773_53991_60274	53991_60274_60275	0.857143
53773_53991_60274	60275_219538_123679	0.555556
53773_213139_92500	53773_53991_60274	0.857143
53773_53991_60274	92500_123684_153196	0.714286
53773_53991_60274	53991_53773_213139	1.000000
123684_92500_213139	53773_213139_92500	1.000000
53773_213139_92500	60274_60275_219538	0.714286
53773_213139_92500	53991_60274_60275	1.000000
53773_213139_92500	60275_219538_123679	0.625000
53773_213139_92500	92500_123684_153196	0.833333
53773_213139_92500	53991_53773_213139	0.857143
53796_68428_59717	68428_59717_142659	1.000000
112265_32703_144311	53796_68428_59717	0.375000
112265_177924_175803	53796_68428_59717	0.666667
134223_166999_229215	53799_60959_219589	0.571429
53799_219591_141998	53799_60959_219589	0.428571
134223_166999_229215	53799_219591_141998	0.375000
53811_151352_75607	75608_201266_92968	0.666667
53811_151352_75607	75607_75608_201266	0.666667
53869_84127_75065	57869_237963_150780	0.250000
202068_193852_244740	53951_28501_187028	0.380952
187028_211164_238727	53951_28501_187028	0.418182
201098_212647_201567	53951_28501_187028	0.280000
144323_202068_193852	53951_28501_187028	0.272727
53951_201567_212647	53951_28501_187028	0.400000
144323_238727_211164	53951_28501_187028	0.250000
202068_193852_244740	53951_201567_212647	0.322581
201098_212647_201567	53951_201567_212647	0.424242
144323_202068_193852	53951_201567_212647	0.315789
123684_92500_213139	53991_53773_213139	0.857143
53991_53773_213139	60274_60275_219538	0.625000
53991_53773_213139	53991_60274_60275	0.857143
53991_53773_213139	60275_219538_123679	0.555556
53991_53773_213139	92500_123684_153196	0.714286
53991_59235_59236	59018_682_59234	0.666667
53991_59235_59236	59234_53991_59235	1.000000
123684_92500_213139	53991_60274_60275	1.000000
53991_60274_60275	60274_60275_219538	0.714286
53991_60274_60275	60275_219538_123679	0.625000
53991_60274_60275	92500_123684_153196	0.833333
104703_199262_236193	55030_74972_104703	0.437500
143332_55713_199271	55030_74972_104703	0.714286
188628_244356_229299	55030_74972_104703	0.363636
55030_74972_104703	74972_104703_199262	0.700000
55030_199271_55713	55030_74972_104703	0.714286
55030_74972_104703	74972_55030_199271	1.000000
104704_236193_199262	55030_74972_104703	0.714286
104703_199262_236193	55030_199271_55713	0.312500
143332_55713_199271	55030_199271_55713	1.000000
188628_244356_229299	55030_199271_55713	0.300000
55030_199271_55713	74972_104703_199262	0.500000
55030_199271_55713	74972_55030_199271	0.714286
104704_236193_199262	55030_199271_55713	0.666667
202068_238727_211164	55098_28501_187028	0.264151
134399_211164_187028	55098_28501_187028	0.428571
202068_134399_211164	55098_28501_187028	0.333333
104161_244740_202068	55098_28501_187028	0.269231
55098_201567_212647	55098_28501_187028	0.255814
134399_202068_244740	55098_28501_187028	0.311111
201098_212647_201567	55098_201567_212647	0.375000
55179_68126_123491	68126_55179_243522	0.666667
55179_68126_123491	68126_123491_236162	0.833333
55266_691_156631	56973_80884_156195	0.333333
55266_691_156631	80884_156195_156196	0.250000
100526_112208_156631	55266_691_156631	0.714286
185718_159277_185719	55270_185719_159277	0.571429
195078_201465_234451	55325_20901_170518	0.371429
149396_107809_170518	55325_20901_170518	0.739130
55325_20901_170518	60443_149396_107809	0.680000
172592_159846_173673	55325_228322_97450	0.250000
149396_107809_170518	55325_228322_97450	0.263158
55325_228322_97450	60443_211449_195078	0.250000
149396_60443_211449	55325_228322_97450	0.250000
195163_55501_211508	55501_211508_211526	0.333333
55501_211508_211526	84800_211526_211508	0.666667
55529_20622_84701	55530_75750_75749	0.333333
55529_20622_84701	75750_55530_75751	0.250000
55530_75750_75749	75750_55530_75751	0.750000
55530_75750_75749	56726_38980_74132	0.454545
55530_75750_75749	55530_75751_56726	0.545455
55530_75750_75749	75749_207174_212653	0.454545
55530_75750_75749	75750_75749_207174	0.454545
55530_75751_56726	75750_55530_75751	0.600000
55530_75751_56726	56726_38980_74132	0.571429
55530_75751_56726	75749_207174_212653	0.375000
55530_75751_56726	75750_75749_207174	0.375000
55574_69189_107435	92204_9167_107435	0.571429
55574_69189_107435	64178_192012_79681	0.250000
104653_79681_192012	55574_69189_107435	0.250000
55574_69189_107435	69189_55574_104650	0.666667
144349_92161_175512	55574_144349_92161	0.521739
55574_144349_92161	92161_175512_213073	0.333333
175512_213073_212630	55574_144349_92161	0.315789
167968_22940_236162	55574_144349_92161	0.263158
204813_32597_236162	55574_144349_92161	0.384615
55574_144349_92161	92161_175512_213070	0.294118
144349_55574_204813	55574_144349_92161	0.384615
175512_213070_212630	55574_144349_92161	0.294118
213070_212630_213074	55574_144349_92161	0.312500
134637_55613_212335	55613_134637_244559	1.000000
56031_55133_211655	56138_74358_216129	0.272727
56031_55133_211655	84087_149114_201566	0.266667
56031_55133_211655	59037_53730_107278	0.333333
56031_55133_211655	74358_216129_195171	0.428571
134190_172592_195173	56031_55133_211655	0.571429
56031_92838_211655	75216_156043_202133	0.266667
156043_75216_156044	56031_92838_211655	0.400000
56031_92838_211655	84087_149114_243639	0.272727
134231_84087_149114	56031_92838_211655	0.250000
192201_47444_211655	56031_92838_211655	0.312500
112121_112257_195173	56031_92838_211655	0.357143
112257_195173_172592	56031_92838_211655	0.333333
134610_60095_195003	56031_123943_144324	0.375000
56031_123943_144324	75604_193514_184113	0.250000
56031_123943_144324	60095_195003_173754	0.375000
123942_56031_123943	56031_123943_144324	1.000000
56031_123943_144324	60095_134610_144032	0.428571
193514_184113_211591	56031_123943_144324	0.333333
107227_75604_193514	56031_123943_144324	0.428571
56031_202133_156043	75216_156043_202133	0.875000
156043_75216_156044	56031_202133_156043	0.545455
56031_202133_156043	92838_211655_192201	0.300000
56031_211761_211655	92788_84087_149114	0.272727
56031_211761_211655	84087_149114_201566	0.428571
56031_211761_211655	80868_92788_84087	0.352941
56031_211761_211655	80867_59037_92879	0.333333
56031_211761_211655	80868_211656_92879	0.294118
133322_84966_156044	56031_211761_211655	0.500000
192201_211655_211761	56031_211761_211655	0.833333
122110_144568_172592	56082_112121_112257	0.300000
112121_112257_195173	56082_112121_112257	0.750000
112257_195173_172592	56082_112121_112257	0.666667
144568_172592_195173	56082_112121_112257	0.333333
56082_112121_112257	74358_50015_122110	0.375000
194941_133587_215942	56129_215942_133587	0.500000
202209_211220_211164	56138_60272_144095	0.571429
144091_9959_202068	56138_60272_144095	0.666667
56138_60272_188849	60272_188849_212511	1.000000
173810_22601_202131	56138_60272_202131	0.666667
188849_173810_243847	56138_60272_243847	0.545455
201098_3402_212511	56138_60272_243847	0.297297
56138_60272_243847	60272_243847_173810	0.935484
56138_60272_243847	60272_56138_122194	0.340909
173810_188849_212511	56138_60272_243847	0.320755
149114_243639_218055	56138_74358_216129	0.272727
56138_74358_216129	74358_216129_195171	0.555556
56138_74358_216129	74358_56138_101531	0.272727
134190_172592_195173	56138_74358_216129	0.363636
149114_243639_218055	56138_92185_101531	0.250000
56138_92185_101531	74358_56138_92185	1.000000
56138_92185_101531	92185_101531_156421	1.000000
56138_101531_156421	80868_92788_134231	0.250000
133872_133873_212303	56138_101531_156421	0.250000
133873_133872_156421	56138_101531_156421	0.307692
101531_156421_133872	56138_101531_156421	0.500000
56138_101531_156421	84087_134231_92788	0.266667
107278_80775_212303	56138_101531_156421	0.275000
122110_144568_172592	56138_101531_156421	0.423077
144568_172592_195173	56138_101531_156421	0.458333
56138_101531_156421	74358_56138_101531	0.636364
56138_101531_156421	74358_50015_151517	0.333333
144568_122110_151517	56138_101531_156421	0.263158
101531_156421_156420	56138_101531_156421	0.294118
107276_151517_122598	56138_122194_122598	0.280000
56138_122194_122598	60272_56138_122194	0.375000
122194_122598_151517	56138_122194_122598	0.533333
56138_122194_156327	60272_56138_122194	0.387097
122194_156327_122598	56138_122194_156327	0.642857
56138_122194_156327	80185_24169_122192	0.266667
122190_24168_223738	56138_212509_122314	0.250000
56138_212509_156327	60272_56138_212509	0.344828
122598_156327_212509	56138_212509_156327	0.545455
185609_188654_188655	56253_210841_185609	0.833333
188654_185609_210841	56253_210841_185609	0.833333
56269_56269_131867	56269_56269_56269	0.789474
102942_142564_142565	56390_142567_142566	0.400000
142564_142565_142566	56390_142567_142566	0.307692
142564_168987_142566	56390_142567_142566	0.363636
142461_176145_156103	56390_142567_142566	0.437500
56505_84933_156875	74759_156875_84933	0.785714
56505_84933_156875	74759_37546_100034	0.500000
56505_84933_156875	84933_56505_142588	0.520000
56505_142588_156769	56505_84933_156875	0.360000
142588_156769_210645	56505_84933_156875	0.346154
149131_210645_156769	56505_84933_156875	0.307692
56505_100076_149131	74759_3799_84933	0.764706
56505_100076_149131	84933_56505_100076	0.866667
56505_142588_156769	74759_156875_84933	0.307692
56505_142588_156769	84933_56505_142588	0.692308
142588_156769_210645	56505_142588_156769	0.900000
149131_210645_156769	56505_142588_156769	0.800000
56505_142588_156769	93269_149131_210645	0.555556
159541_56652_216346	56653_24479_159541	1.000000
143451_201621_201503	56671_56672_210864	0.333333
143451_38914_201504	56671_56672_210864	0.400000
56671_201503_201621	56671_56672_210864	0.363636
56671_56672_210864	56672_56671_201503	0.666667
56671_56672_210864	56672_210864_56679	1.000000
143451_201621_201503	56671_201503_201621	0.909091
143451_38914_201504	56671_201503_201621	0.727273
56671_201503_201621	56672_56671_201503	0.500000
56671_201503_201621	56672_210864_56679	0.363636
195319_56671_201503	56671_201503_201621	0.500000
143451_201621_201503	56672_56671_201503	0.454545
143451_38914_201504	56672_56671_201503	0.555556
56672_210864_56679	56672_56671_201503	0.666667
143451_201621_201503	56672_210864_56679	0.333333
143451_38914_201504	56672_210864_56679	0.400000
56726_38980_74132	75750_55530_75751	0.363636
56726_38980_74132	75749_207174_212653	0.666667
56726_38980_74132	75750_75749_207174	0.666667
56856_143461_112238	76749_149029_112244	0.266667
56856_143461_112238	68384_212691_195299	0.250000
112743_134181_151500	56856_143461_112238	0.266667
134181_151500_229009	56856_143461_112238	0.285714
143461_56856_149510	56856_143461_112238	0.800000
56856_143461_112238	56856_149510_72793	0.545455
134181_151500_229009	56856_149510_72793	0.250000
143461_56856_149510	56856_149510_72793	0.666667
56869_64098_211469	64098_211469_100458	0.333333
212690_64097_229009	56869_64098_211469	0.333333
212691_195299_229008	56869_64098_211469	0.375000
112743_134181_151500	56869_64098_211469	0.428571
134181_151500_229009	56869_64098_211469	0.461538
56869_64098_211469	64097_229009_151500	0.357143
195299_229008_212690	56869_64098_211469	0.307692
151501_68384_212691	56869_64098_211469	0.307692
56889_193775_153159	92319_56889_193775	0.250000
112532_195130_134399	56889_193775_195840	0.250000
56889_193775_195840	92319_56889_193775	0.428571
56943_64297_244117	93656_25589_223105	0.375000
56943_64297_244117	59883_59884_75641	0.428571
56973_80884_156195	80884_156195_156196	0.625000
100526_112208_156631	56973_80884_156195	0.428571
57737_198919_213142	60275_219538_123679	0.333333
143728_213142_198919	57737_198919_213142	0.666667
219105_57869_237963	57869_219105_196832	0.571429
101843_229451_185716	57869_219105_196832	0.375000
57869_219105_196832	57869_237963_150780	0.444444
219105_57869_237963	57869_237963_150780	0.750000
101843_229451_185716	57869_237963_150780	0.750000
133468_133345_210900	57980_75218_84175	0.250000
57980_75218_84175	75218_57980_133343	0.714286
105430_101442_210900	57980_75218_84175	0.250000
59018_682_59234	59234_53991_59235	0.666667
158773_28583_175568	59018_84261_175568	0.368421
59018_101762_175569	59018_84261_175568	0.352941
101762_175569_181993	59018_84261_175568	0.333333
158773_175567_173845	59018_84261_175568	0.700000
175569_181993_202237	59018_84261_175568	0.545455
59018_84261_175568	72724_202237_181993	0.500000
59018_84261_175568	84261_59018_101762	1.000000
131813_72724_202237	59018_84261_175568	0.300000
59018_84261_175568	79691_28592_188800	0.250000
175567_173845_188800	59018_84261_175568	0.400000
100126_72724_181993	59018_101762_175569	0.312500
59018_101762_175569	72724_100126_131813	0.312500
59018_101762_175569	72724_181993_175569	0.352941
158773_28583_175568	59018_101762_175569	0.842105
101762_175569_181993	59018_101762_175569	0.941176
131813_175570_211879	59018_101762_175569	0.352941
158773_175567_173845	59018_101762_175569	0.368421
175569_181993_202237	59018_101762_175569	0.625000
59018_101762_175569	72724_202237_181993	0.588235
59018_101762_175569	84261_59018_101762	0.352941
131813_72724_202237	59018_101762_175569	0.375000
59018_101762_175569	72724_131813_84260	0.294118
101762_175654_181993	59018_101762_175654	0.714286
59037_53730_107278	59037_92879_211656	0.466667
59037_53730_107278	80868_211656_92879	0.437500
195170_101532_212303	59037_53730_107278	0.444444
59037_80867_107278	84087_149114_201566	0.266667
59037_80867_107278	59037_92879_211656	0.333333
59037_80867_107278	80867_59037_92879	0.833333
59037_80867_107278	80868_211656_92879	0.312500
192201_211655_211761	59037_80867_107278	0.250000
59037_92879_211656	92788_80868_211656	0.319149
59037_92879_211656	80775_212303_101532	0.280000
59037_92879_211656	92788_84087_149114	0.370370
59037_92879_211656	84087_149114_201566	0.526316
59037_92879_211656	80868_92788_84087	0.454545
59037_92879_211656	80867_59037_92879	0.400000
59037_92879_211656	80868_211656_92879	0.937500
195170_101532_212303	59037_92879_211656	0.312500
192201_211655_211761	59037_92879_211656	0.250000
59088_24310_68915	59088_60002_107290	0.833333
107292_212930_149040	59088_24310_68915	0.833333
107291_149040_212930	59088_24310_68915	0.833333
59088_24310_68915	68914_50727_188624	0.857143
107292_212930_149040	59088_60002_107290	0.666667
107291_149040_212930	59088_60002_107290	0.666667
59088_60002_107290	68914_50727_188624	0.714286
59307_59308_107392	59308_59307_193402	0.666667
133234_213086_193402	59307_59308_107392	0.666667
59307_193402_213086	59307_59308_107392	0.600000
59307_193402_213086	59308_59307_193402	0.888889
133234_213086_193402	59307_193402_213086	0.888889
133234_213086_193402	59308_59307_193402	0.777778
59308_201451_193402	80583_28704_240122	0.250000
128744_74223_219426	59308_201451_193402	0.333333
59308_201451_193402	80583_193402_201451	0.555556
59308_201451_193402	60804_50308_176369	0.400000
176369_68597_184892	59308_201451_193402	0.333333
59308_201451_193402	68597_184892_219426	0.300000
59400_195724_219434	64046_191972_102725	0.266667
159408_149691_201641	59503_201641_149691	0.312500
134804_185588_202778	59531_24406_143252	0.428571
159312_22760_201909	59775_33176_101621	0.571429
101329_201915_144346	59775_33176_101621	0.333333
185117_201913_201914	59775_33176_101621	0.833333
144346_201914_201913	59775_33176_101621	0.555556
201914_144346_201915	59775_33176_101621	0.500000
185118_201916_243273	59775_33176_101621	0.250000
101621_101622_185117	59775_33176_101621	0.833333
185118_101329_201915	59775_33176_101621	0.250000
101622_185117_201913	59775_33176_101621	0.833333
159312_22759_238900	59775_33176_101621	0.571429
59883_59884_75641	93656_25589_223105	0.375000
101329_201915_144346	59914_201921_228648	0.300000
144346_201914_201913	59914_201921_228648	0.250000
228647_68345_228648	59914_201921_228648	0.500000
59914_201921_228648	68345_228648_201921	0.555556
201918_228652_243273	59914_201921_228648	0.833333
201921_59914_240264	59914_201921_228648	0.833333
201916_243273_228652	59914_201921_228648	0.833333
228652_201918_240261	59914_201921_228648	0.833333
59981_101275_59983	74330_20866_112022	0.275000
59981_101275_59983	59981_101293_101292	0.372093
101293_101292_112022	59981_101275_59983	0.326087
101275_59981_101293	59981_101275_59983	0.473684
59981_101275_59983	74330_238492_212127	0.264706
101275_59983_240043	59981_101275_59983	0.450000
59981_101275_75983	59983_75983_101275	1.000000
59981_101275_75983	75983_59983_240043	0.625000
238492_212127_240242	59981_101275_75983	0.250000
59981_101275_143957	59983_143957_101275	0.777778
143957_59983_240043	59981_101275_143957	0.750000
59981_101293_101292	74330_20866_112022	0.531915
101293_101292_112022	59981_101293_101292	0.782609
101275_59981_101293	59981_101293_101292	0.790698
59981_101293_101292	74330_238492_212127	0.391304
101275_59981_228702	59981_228702_101292	0.714286
112022_101292_228702	59981_228702_101292	0.833333
59983_75983_101275	75983_59983_240043	0.625000
238492_212127_240242	59983_75983_101275	0.250000
101275_59983_112763	59983_112763_184655	0.555556
112763_184655_243346	59983_112763_184655	0.666667
143957_59983_240043	59983_143957_101275	0.777778
101275_59983_240043	59983_240043_210412	0.285714
60073_193402_212848	60073_28704_240122	0.285714
60073_193402_201451	60073_28704_240122	0.500000
60073_28704_240122	60804_50308_128744	0.368421
60073_193402_201451	60804_50308_128744	0.312500
134610_60095_195003	60095_134610_144032	0.833333
60095_134610_144032	75604_193514_184113	0.250000
60095_134610_144032	60095_195003_173754	0.833333
123942_56031_123943	60095_134610_144032	0.428571
193514_184113_211591	60095_134610_144032	0.333333
107227_75604_193514	60095_134610_144032	0.428571
134610_60095_195003	60095_195003_173754	0.714286
123942_56031_123943	60095_195003_173754	0.375000
193514_184113_211591	60095_195003_173754	0.300000
134494_215987_175916	60095_195003_173754	0.333333
107227_75604_193514	60095_195003_173754	0.375000
60095_195003_173754	75232_134494_215987	0.333333
210738_3402_212511	60272_3347_212511	0.416667
60272_56138_122194	75216_210806_80185	0.279070
201098_3402_212511	60272_56138_122194	0.266667
60272_243847_173810	60272_56138_122194	0.340909
122194_156327_122598	60272_56138_122194	0.266667
173810_188849_212511	60272_56138_122194	0.277778
60272_56138_122194	80185_24169_122192	0.261905
188849_173810_243847	60272_243847_173810	0.593750
201098_3402_212511	60272_243847_173810	0.315068
173810_188849_212511	60272_243847_173810	0.346154
123684_92500_213139	60274_60275_219538	0.714286
60274_60275_219538	60275_219538_123679	0.857143
60274_60275_219538	92500_123684_153196	0.571429
123684_92500_213139	60275_219538_123679	0.625000
60275_219538_123679	92500_123684_153196	0.500000
143728_213142_198919	60275_219538_123679	0.333333
173723_134516_223884	60342_60343_219769	0.333333
60342_60343_219769	60343_219769_238090	0.375000
60342_60343_219769	60343_60342_243343	0.692308
60342_60343_219769	92776_238373_202274	0.307692
201980_202274_238373	60342_60343_219769	0.307692
223884_50624_243343	60342_60343_219769	0.333333
173723_134516_223884	60343_60342_243343	0.333333
60343_60342_243343	92776_50625_173723	0.250000
60343_60342_243343	92776_238373_202274	0.416667
201980_202274_238373	60343_60342_243343	0.416667
223884_50624_243343	60343_60342_243343	0.333333
176654_238090_219769	60343_219769_238090	0.666667
60343_219769_238090	92776_223885_228811	0.263158
107094_212184_210825	60346_107096_210824	0.500000
107096_60346_185501	60346_107096_210824	0.857143
60346_107096_210824	60346_185501_210823	0.750000
210826_210825_212184	60346_107096_210824	0.444444
107094_212184_210825	60346_185501_210823	0.363636
107096_60346_185501	60346_185501_210823	0.857143
210826_210825_212184	60346_185501_210823	0.300000
195078_201465_234451	60443_149396_107809	0.454545
149396_107809_170518	60443_149396_107809	0.904762
172592_159846_173673	60443_211449_195078	0.250000
201465_195078_211449	60443_211449_195078	0.714286
149396_60443_211449	60443_211449_195078	1.000000
212335_51514_223182	60674_51058_107136	0.357143
107136_134637_149159	60674_51058_107136	0.800000
60721_102932_166987	84861_153060_159420	0.555556
102932_60721_159420	60721_159420_153060	0.833333
60721_159420_153060	84861_153060_159420	0.444444
159417_42047_159418	60725_42045_159467	0.466667
142278_133829_165962	60725_42045_159467	0.307692
165962_207076_240113	60725_42045_159467	0.307692
60804_50308_176369	80583_28704_240122	0.250000
128744_74223_219426	60804_50308_176369	0.333333
60804_50308_176369	80583_193402_201451	0.400000
128744_38949_176368	60804_50308_176369	0.384615
176369_68597_184892	60804_50308_176369	0.600000
60828_73014_195780	73014_60828_73015	0.714286
60828_73014_195780	60828_73015_238608	0.625000
60828_73015_238608	73014_60828_73015	0.857143
134494_60845_175916	60845_134494_75232	1.000000
134492_133390_175916	60845_134494_75232	0.444444
133390_134492_216128	60845_134494_75232	0.444444
60845_134494_75232	75603_124689_200984	0.416667
134492_216128_200984	60845_134494_75232	0.750000
60845_134494_75232	75231_75232_134494	0.583333
124689_200984_216128	60845_134494_75232	0.615385
60845_134494_75232	60845_175916_133390	0.700000
156070_75604_193514	60845_134494_75232	0.250000
134494_60845_175916	60845_175916_133390	0.700000
134492_133390_175916	60845_175916_133390	0.388889
133390_134492_216128	60845_175916_133390	0.388889
60845_175916_133390	75603_124689_200984	0.333333
134492_216128_200984	60845_175916_133390	0.666667
60845_175916_133390	75231_75232_134494	0.384615
124689_200984_216128	60845_175916_133390	0.538462
156070_75604_193514	60845_175916_133390	0.400000
60845_175916_133390	75604_193514_184113	0.285714
60863_76367_176138	76367_176138_150780	0.277778
142446_150780_176138	60863_76367_176138	0.263158
64046_143179_202706	64046_191972_102725	0.428571
143179_64046_191972	64046_143179_202706	1.000000
202706_151710_240332	64046_143179_202706	0.260870
143179_64046_191972	64046_191972_102725	0.428571
64046_191972_102725	92429_102725_191972	0.352941
159287_144203_234857	64083_93518_156493	0.375000
64083_93518_156493	68071_51876_223210	0.583333
210221_76380_212587	64083_93518_156493	0.285714
64083_93518_156493	68071_64083_93518	0.916667
115091_32352_159287	64083_93518_156493	0.333333
159287_32352_175625	64083_93518_156493	0.416667
64088_91106_201341	64089_201341_91106	1.000000
212690_64097_229009	64097_212690_229008	0.285714
212691_195299_229008	64097_212690_229008	0.333333
64097_212690_229008	76749_149029_112244	0.272727
64097_212690_229008	68384_212691_195299	0.250000
112743_134181_151500	64097_212690_229008	0.272727
195299_229008_212690	64097_212690_229008	0.833333
212690_64097_229009	64097_229009_134181	0.461538
212690_64097_229009	64097_229009_151500	0.400000
212691_195299_229008	64097_229009_151500	0.266667
64097_229009_151500	68384_212691_195299	0.384615
112743_134181_151500	64097_229009_151500	0.700000
134181_151500_229009	64097_229009_151500	0.777778
212690_24308_229008	64097_229009_151500	0.300000
151501_68384_212691	64097_229009_151500	0.272727
112743_134181_151500	64098_211469_100458	0.272727
134181_151500_229009	64098_211469_100458	0.300000
201245_64172_243533	64172_243533_193134	0.714286
64178_192012_79681	92204_9167_107435	0.375000
104653_79681_192012	64178_192012_79681	1.000000
64178_192012_79681	69189_55574_104650	0.250000
142446_185716_229451	64297_185413_202626	0.333333
142446_150780_237963	64297_185413_202626	0.555556
102852_202626_185413	64297_185413_202626	0.666667
150780_237963_195721	64297_185413_202626	1.000000
127693_64303_142639	64303_142639_93109	0.300000
64353_37791_143442	68915_24310_143442	0.777778
64353_37791_143442	68915_192137_188076	0.500000
64353_37791_143442	68062_240089_68063	0.500000
188076_211453_192136	64353_37791_143442	0.666667
192136_66158_244359	64353_37791_143442	0.666667
211452_68062_240089	64353_37791_143442	0.400000
192137_188076_211453	64353_37791_143442	0.500000
64353_37791_143442	66158_192136_211453	0.777778
64353_37791_143442	66158_244359_68063	0.500000
64353_37791_143442	64353_56869_151499	0.444444
64353_56869_151499	68915_24310_143442	0.363636
188076_211453_192136	64353_56869_151499	0.400000
192136_66158_244359	64353_56869_151499	0.272727
211452_68062_240089	64353_56869_151499	0.300000
64353_56869_151499	66158_192136_211453	0.363636
150780_64357_185716	64357_185716_229451	0.571429
185716_229451_202316	64357_185716_229451	0.250000
142446_202316_229451	64357_185716_229451	0.250000
64796_84179_223738	84179_223738_156320	0.294118
133322_84966_156044	64796_237362_122132	0.375000
66158_192136_211453	68915_24310_143442	1.000000
66158_192136_211453	68915_192137_188076	0.555556
66158_192136_211453	68062_240089_68063	0.555556
188076_211453_192136	66158_192136_211453	0.888889
192136_66158_244359	66158_192136_211453	0.888889
211452_68062_240089	66158_192136_211453	0.600000
192137_188076_211453	66158_192136_211453	0.555556
66158_192136_211453	66158_244359_68063	0.555556
66158_244359_68063	68915_24310_143442	0.555556
66158_244359_68063	68915_192137_188076	0.250000
66158_244359_68063	68062_240089_68063	0.666667
188076_211453_192136	66158_244359_68063	0.444444
192136_66158_244359	66158_244359_68063	0.625000
211452_68062_240089	66158_244359_68063	0.500000
192137_188076_211453	66158_244359_68063	0.250000
66826_84984_101135	84984_66826_133619	0.714286
66826_133619_134835	66826_84984_101135	0.400000
66826_84984_101135	71129_134835_133619	0.250000
66826_133619_134835	84984_66826_133619	0.600000
66826_133619_134835	71129_134835_133619	0.555556
151335_123878_187235	68014_187235_123878	0.833333
68062_240089_68063	68915_24310_143442	0.555556
68062_240089_68063	68915_192137_188076	0.428571
188076_211453_192136	68062_240089_68063	0.444444
192136_66158_244359	68062_240089_68063	0.625000
211452_68062_240089	68062_240089_68063	0.500000
192137_188076_211453	68062_240089_68063	0.428571
234857_185588_236275	68071_37597_122939	0.250000
159287_144203_234857	68071_51876_223210	0.461538
68071_51876_223210	68071_64083_93518	0.538462
159287_32352_175625	68071_51876_223210	0.555556
159287_144203_234857	68071_64083_93518	0.352941
210221_76380_212587	68071_64083_93518	0.266667
115091_32352_159287	68071_64083_93518	0.416667
159287_32352_175625	68071_64083_93518	0.384615
122939_223210_142084	68071_142084_223210	0.857143
151332_93518_156493	68071_151332_93518	0.730769
156493_42156_210425	68071_151332_93518	0.250000
151332_68071_188553	68071_151332_93518	0.259259
144617_122939_188553	68071_188553_122939	0.750000
151332_68071_188553	68071_188553_122939	0.411765
144617_122939_204770	68071_204770_122939	0.486486
144617_122939_223210	68071_223210_122939	0.289474
151332_68071_223210	68071_223210_122939	0.416667
68126_123491_236162	68126_55179_243522	0.555556
68126_55179_243522	92567_3735_240592	0.400000
68126_123491_236162	92567_3735_240592	0.250000
107283_135096_107305	68213_107283_135096	0.833333
187014_68213_202574	68213_202574_143026	0.375000
68213_202574_143026	75889_143026_202574	1.000000
68339_80503_228806	92161_76380_228210	0.272727
68339_80503_228806	80503_68339_156708	0.700000
